Date,Zone_ID,Intake_Water_Liters,Treated_Water_Liters,Supplied_Water_Liters
2024-01-06,Z0033,123120,121218,113767
2024-01-06,Z0020,97005,94257,92099
2024-01-06,Z0064,90956,87885,85482
2024-01-06,Z0099,102803,99024,95637
2024-01-06,Z0075,126221,122642,119687
2024-01-06,Z0042,129063,124430,120718
2024-01-06,Z0057,105282,103675,100402
2024-01-06,Z0055,121860,117947,110316
2024-01-06,Z0049,102003,98378,93996
2024-01-06,Z0072,116017,112038,108241
2024-01-07,Z0017,102201,100447,97053
2024-01-07,Z0050,111116,108825,103111
2024-01-07,Z0060,123297,118674,113716
2024-01-07,Z0076,117490,115697,110106
2024-01-07,Z0003,116723,112924,106351
2024-01-07,Z0109,101561,99622,97097
2024-01-07,Z0001,112861,111860,109486
2024-01-07,Z0011,116916,113032,107027
2024-01-07,Z0108,94648,91283,87758
2024-01-07,Z0043,120523,119143,115497
2024-01-07,Z0026,122781,121278,117000
2024-01-07,Z0093,125923,124794,118980
2024-01-07,Z0024,125984,122046,116118
2024-01-07,Z0019,116616,115589,111476
2024-01-07,Z0088,103760,101313,94758
2024-01-07,Z0077,122419,121119,115745
2024-01-07,Z0040,129198,124732,119651
2024-01-07,Z0107,123397,122128,117489
2024-01-07,Z0008,95724,92923,88032
2024-01-07,Z0009,109816,107536,99641
2024-01-07,Z0111,103994,99975,95615
2024-01-07,Z0103,106959,103026,99719
2024-01-07,Z0061,109576,105398,100664
2024-01-07,Z0028,96116,91841,87629
2024-01-07,Z0029,116928,112360,108705
2024-01-07,Z0037,116155,113308,109105
2024-01-07,Z0074,107774,105032,101107
2024-01-07,Z0051,90619,88345,85389
2024-01-07,Z0098,124707,119754,115373
2024-01-07,Z0073,106001,104033,100717
2024-01-07,Z0083,115619,114338,109494
2024-01-07,Z0053,105360,102194,99136
2024-01-07,Z0104,110677,107145,101317
2024-01-07,Z0045,127946,124062,116782
2024-01-07,Z0105,99200,95462,92233
2024-01-07,Z0089,115611,114122,111847
2024-01-07,Z0069,125057,122818,115448
2024-01-07,Z0002,90125,88909,83041
2024-01-07,Z0046,105398,103152,97903
2024-01-07,Z0034,99110,94611,87198
2024-01-07,Z0025,102115,98917,91160
2024-01-07,Z0100,122556,121249,113794
2024-01-07,Z0091,91969,88176,85285
2024-01-07,Z0006,94470,90391,86358
2024-01-07,Z0062,113196,108773,101296
2024-01-07,Z0092,127380,124862,118681
2024-01-07,Z0059,128006,123717,119243
2024-01-07,Z0110,112473,107988,101939
2024-01-07,Z0068,105504,100895,95176
2024-01-07,Z0101,90302,86511,80559
2024-01-07,Z0018,119259,117273,113410
2024-01-07,Z0070,127208,125395,120323
2024-01-07,Z0065,121890,119580,111807
2024-01-07,Z0058,109508,107181,99993
2024-01-07,Z0067,116984,112311,107020
2024-01-07,Z0048,94033,92024,89321
2024-01-07,Z0031,95704,91472,84264
2024-01-07,Z0086,96924,93292,87464
2024-01-07,Z0052,109614,108126,104779
2024-01-07,Z0030,125941,124448,120781
2024-01-07,Z0080,116213,115195,109642
2024-01-07,Z0084,97761,94317,91317
2024-01-07,Z0032,115426,113038,105588
2024-01-07,Z0078,93712,91345,88524
2024-01-07,Z0005,116200,112428,106702
2024-01-07,Z0007,113616,109469,103380
2024-01-07,Z0012,127574,124384,121468
2024-01-07,Z0021,102178,98303,90711
2024-01-07,Z0039,107824,106520,103785
2024-01-07,Z0054,118144,114806,109468
2024-01-07,Z0047,129778,125763,120874
2024-01-07,Z0016,115537,111548,105700
2024-01-07,Z0014,112612,107747,102884
2024-01-07,Z0004,116523,112847,109670
2024-01-07,Z0015,94760,93749,86497
2024-01-07,Z0106,106353,105050,99686
2024-01-07,Z0056,117598,113227,105368
2024-01-07,Z0102,98234,96291,91901
2024-01-07,Z0013,106173,102628,98217
2024-01-07,Z0010,103178,99704,96700
2024-01-07,Z0094,114596,113190,110176
2024-01-07,Z0044,94431,91593,86405
2024-01-07,Z0066,111627,108181,100258
2024-01-07,Z0097,98906,97856,92002
2024-01-07,Z0087,103076,101936,95371
2024-01-07,Z0071,127650,124825,117372
2024-01-07,Z0112,96012,94049,91677
2024-01-07,Z0038,118211,114670,109060
2024-01-07,Z0085,96894,94715,86948
2024-01-07,Z0035,102289,98653,94516
2024-01-07,Z0090,110829,106299,103013
2024-01-07,Z0063,119734,115778,110124
2024-01-07,Z0095,113486,110127,107683
2024-01-07,Z0027,96441,94490,92455
2024-01-07,Z0023,102149,99351,95506
2024-01-07,Z0022,111675,109276,105568
2024-01-07,Z0096,103673,100067,95129
2024-01-07,Z0036,112668,108734,105434
2024-01-07,Z0041,113253,111010,105034
2024-01-07,Z0081,127384,124578,122569
2024-01-07,Z0082,100617,97961,94301
2024-01-07,Z0079,121401,117770,110955
2024-01-07,Z0033,125993,124135,120819
2024-01-07,Z0020,129575,125997,120314
2024-01-07,Z0064,97227,92989,87716
2024-01-07,Z0099,113384,112239,105229
2024-01-07,Z0075,106035,101995,98533
2024-01-07,Z0042,116160,114678,109499
2024-01-07,Z0057,107633,105961,103331
2024-01-07,Z0055,104996,103335,97832
2024-01-07,Z0049,92852,88126,83660
2024-01-07,Z0072,123755,119229,115683
2024-01-08,Z0017,99160,95523,92423
2024-01-08,Z0050,129420,127980,120964
2024-01-08,Z0060,123537,121194,113272
2024-01-08,Z0076,94358,89690,83961
2024-01-08,Z0003,118482,115905,109897
2024-01-08,Z0109,122496,118990,111896
2024-01-08,Z0001,119371,116022,110420
2024-01-08,Z0011,128467,126226,123101
2024-01-08,Z0108,100793,97458,94268
2024-01-08,Z0043,129532,127527,121396
2024-01-08,Z0026,97843,94921,92849
2024-01-08,Z0093,121367,118991,115077
2024-01-08,Z0024,127957,124485,119439
2024-01-08,Z0019,96704,92829,87116
2024-01-08,Z0088,95051,91487,87012
2024-01-08,Z0077,126378,125219,120396
2024-01-08,Z0040,124503,121918,119852
2024-01-08,Z0107,125196,124139,121798
2024-01-08,Z0008,122581,120428,115654
2024-01-08,Z0009,109201,105540,102308
2024-01-08,Z0111,99686,96865,90654
2024-01-08,Z0103,122007,120346,114463
2024-01-08,Z0061,120137,115518,111650
2024-01-08,Z0028,100526,96152,93136
2024-01-08,Z0029,118982,117775,113110
2024-01-08,Z0037,113197,111565,107463
2024-01-08,Z0074,93083,91427,83908
2024-01-08,Z0051,110103,106076,101514
2024-01-08,Z0098,124447,119834,117598
2024-01-08,Z0073,97446,96099,89374
2024-01-08,Z0083,116116,113113,107170
2024-01-08,Z0053,108752,104048,101763
2024-01-08,Z0104,122916,120809,114772
2024-01-08,Z0045,116342,114543,107263
2024-01-08,Z0105,101023,97516,93993
2024-01-08,Z0089,109169,105613,99888
2024-01-08,Z0069,106163,104683,96901
2024-01-08,Z0002,112641,108845,105244
2024-01-08,Z0046,108792,107452,102635
2024-01-08,Z0034,120682,116874,112378
2024-01-08,Z0025,128067,125342,121653
2024-01-08,Z0100,126035,121498,115092
2024-01-08,Z0091,114837,112395,109990
2024-01-08,Z0006,100382,99041,91606
2024-01-08,Z0062,114819,113330,107223
2024-01-08,Z0092,121982,120422,114285
2024-01-08,Z0059,115169,112717,108891
2024-01-08,Z0110,101421,97134,91061
2024-01-08,Z0068,97629,96496,91358
2024-01-08,Z0101,118495,114417,107374
2024-01-08,Z0018,98264,96866,89342
2024-01-08,Z0070,114226,110601,104376
2024-01-08,Z0065,97373,94562,88201
2024-01-08,Z0058,95656,92671,89879
2024-01-08,Z0067,119984,118821,116727
2024-01-08,Z0048,95901,92021,88888
2024-01-08,Z0031,121055,119234,116997
2024-01-08,Z0086,104716,100209,95263
2024-01-08,Z0052,125298,122338,119290
2024-01-08,Z0030,95772,91584,87055
2024-01-08,Z0080,125732,121691,118728
2024-01-08,Z0084,106920,102770,95071
2024-01-08,Z0032,113563,108692,102469
2024-01-08,Z0078,101871,100780,95056
2024-01-08,Z0005,98734,96889,91286
2024-01-08,Z0007,125262,123873,119154
2024-01-08,Z0012,108268,107226,100877
2024-01-08,Z0021,127947,124237,116601
2024-01-08,Z0039,121497,118105,111368
2024-01-08,Z0054,126618,124929,117557
2024-01-08,Z0047,116526,114447,106865
2024-01-08,Z0016,115032,113050,108920
2024-01-08,Z0014,119794,118646,111198
2024-01-08,Z0004,118861,114296,111414
2024-01-08,Z0015,96406,92255,89856
2024-01-08,Z0106,113291,111683,103792
2024-01-08,Z0056,124406,121831,117683
2024-01-08,Z0102,91382,88979,86160
2024-01-08,Z0013,93292,91473,89054
2024-01-08,Z0010,102411,100990,95688
2024-01-08,Z0094,105422,102914,95221
2024-01-08,Z0044,123535,120491,116352
2024-01-08,Z0066,117605,115056,111292
2024-01-08,Z0097,128908,125263,119547
2024-01-08,Z0087,94481,91884,87591
2024-01-08,Z0071,127605,122943,118235
2024-01-08,Z0112,113177,108635,101093
2024-01-08,Z0038,115476,112364,107280
2024-01-08,Z0085,112740,109731,107490
2024-01-08,Z0035,106052,102667,96399
2024-01-08,Z0090,90671,89508,87044
2024-01-08,Z0063,94795,91353,84555
2024-01-08,Z0095,112420,109065,101178
2024-01-08,Z0027,119300,114435,109878
2024-01-08,Z0023,128595,127050,119367
2024-01-08,Z0022,127487,122652,120059
2024-01-08,Z0096,111223,106925,99061
2024-01-08,Z0036,118380,115921,110428
2024-01-08,Z0041,120911,119895,114704
2024-01-08,Z0081,123160,121736,119165
2024-01-08,Z0082,93631,90555,87435
2024-01-08,Z0079,113561,112320,106423
2024-01-08,Z0033,118671,115392,112604
2024-01-08,Z0020,117425,115650,109624
2024-01-08,Z0064,113253,110006,107928
2024-01-08,Z0099,98080,94077,88151
2024-01-08,Z0075,115431,111187,103652
2024-01-08,Z0042,129851,126355,122207
2024-01-08,Z0057,94940,90669,85093
2024-01-08,Z0055,118758,115668,110212
2024-01-08,Z0049,97788,93282,90875
2024-01-08,Z0072,114034,110323,105235
2024-01-09,Z0017,108052,106905,100578
2024-01-09,Z0050,100142,98777,95103
2024-01-09,Z0060,94531,93133,85803
2024-01-09,Z0076,128278,124732,122170
2024-01-09,Z0003,118138,114649,107269
2024-01-09,Z0109,129261,126224,120801
2024-01-09,Z0001,100759,98416,94843
2024-01-09,Z0011,118270,116279,110988
2024-01-09,Z0108,113888,111642,105923
2024-01-09,Z0043,125144,121135,116142
2024-01-09,Z0026,115538,110906,107079
2024-01-09,Z0093,122125,118242,114629
2024-01-09,Z0024,102504,101127,94913
2024-01-09,Z0019,110669,106855,104486
2024-01-09,Z0088,124964,120217,117566
2024-01-09,Z0077,95978,93467,90698
2024-01-09,Z0040,123548,120832,114849
2024-01-09,Z0107,99503,95144,87799
2024-01-09,Z0008,106905,105123,100803
2024-01-09,Z0009,113953,110723,104683
2024-01-09,Z0111,112168,110681,102735
2024-01-09,Z0103,129896,125199,120362
2024-01-09,Z0061,102275,98814,90970
2024-01-09,Z0028,101435,97076,94391
2024-01-09,Z0029,108544,104609,98621
2024-01-09,Z0037,102258,99089,95522
2024-01-09,Z0074,100736,98957,95701
2024-01-09,Z0051,124964,120496,115788
2024-01-09,Z0098,105997,103070,100769
2024-01-09,Z0073,113911,110626,107980
2024-01-09,Z0083,119334,116051,112292
2024-01-09,Z0053,118927,117330,114669
2024-01-09,Z0104,110714,108346,103765
2024-01-09,Z0045,113387,108519,102982
2024-01-09,Z0105,103057,99469,93161
2024-01-09,Z0089,114858,110225,104547
2024-01-09,Z0069,116062,113632,107449
2024-01-09,Z0002,119739,118279,113954
2024-01-09,Z0046,93754,90286,86562
2024-01-09,Z0034,91376,87633,85119
2024-01-09,Z0025,98894,96241,92175
2024-01-09,Z0100,106406,102946,95797
2024-01-09,Z0091,95926,92771,89467
2024-01-09,Z0006,126068,123934,121573
2024-01-09,Z0062,126495,121840,113845
2024-01-09,Z0092,115860,114346,111898
2024-01-09,Z0059,128787,124612,117010
2024-01-09,Z0110,111727,108872,101903
2024-01-09,Z0068,92520,88439,85011
2024-01-09,Z0101,126735,123386,115536
2024-01-09,Z0018,115498,111361,107202
2024-01-09,Z0070,127900,125484,120937
2024-01-09,Z0065,109363,105718,101437
2024-01-09,Z0058,109033,107720,103107
2024-01-09,Z0067,125851,122595,119558
2024-01-09,Z0048,103944,99455,94821
2024-01-09,Z0031,126751,123973,116863
2024-01-09,Z0086,102087,97805,94681
2024-01-09,Z0052,107081,103902,100498
2024-01-09,Z0030,128019,125976,122047
2024-01-09,Z0080,91013,89787,85959
2024-01-09,Z0084,97909,95417,88500
2024-01-09,Z0032,92023,90153,85701
2024-01-09,Z0078,104537,101452,93561
2024-01-09,Z0005,123848,121908,117588
2024-01-09,Z0007,117766,114136,109573
2024-01-09,Z0012,126060,124535,118949
2024-01-09,Z0021,106087,101275,94844
2024-01-09,Z0039,113225,111147,106200
2024-01-09,Z0054,126727,122914,118331
2024-01-09,Z0047,90161,85420,82827
2024-01-09,Z0016,104226,101020,95761
2024-01-09,Z0014,118731,114769,108881
2024-01-09,Z0004,93390,90489,83988
2024-01-09,Z0015,90541,88204,81111
2024-01-09,Z0106,103428,99454,96587
2024-01-09,Z0056,100258,98827,91992
2024-01-09,Z0102,95469,94287,91081
2024-01-09,Z0013,100720,98551,95721
2024-01-09,Z0010,91651,89515,84705
2024-01-09,Z0094,115051,111241,107915
2024-01-09,Z0044,106184,104165,96928
2024-01-09,Z0066,100028,98868,94420
2024-01-09,Z0097,124051,122392,114521
2024-01-09,Z0087,108394,106996,103263
2024-01-09,Z0071,120254,117129,112958
2024-01-09,Z0112,104472,102871,97400
2024-01-09,Z0038,120268,119131,115034
2024-01-09,Z0085,118272,115387,110630
2024-01-09,Z0035,114570,111670,107060
2024-01-09,Z0090,113284,108298,104849
2024-01-09,Z0063,115122,110749,103732
2024-01-09,Z0095,106370,104790,97322
2024-01-09,Z0027,97999,95043,91040
2024-01-09,Z0023,92096,88132,85429
2024-01-09,Z0022,116201,111870,105137
2024-01-09,Z0096,105078,100712,93607
2024-01-09,Z0036,119312,115473,110089
2024-01-09,Z0041,103493,101808,93861
2024-01-09,Z0081,97531,96344,92725
2024-01-09,Z0082,103975,101991,95348
2024-01-09,Z0079,113252,109279,105848
2024-01-09,Z0033,99067,97450,92989
2024-01-09,Z0020,99557,97314,90316
2024-01-09,Z0064,90162,87188,81897
2024-01-09,Z0099,98461,96830,93925
2024-01-09,Z0075,122591,118120,112867
2024-01-09,Z0042,124782,122141,119937
2024-01-09,Z0057,120508,118257,114538
2024-01-09,Z0055,120314,116671,112374
2024-01-09,Z0049,128328,123724,121035
2024-01-09,Z0072,126768,123758,118617
2024-01-10,Z0017,121358,118936,116265
2024-01-10,Z0050,97927,93653,90482
2024-01-10,Z0060,101918,99975,96526
2024-01-10,Z0076,101929,98390,92431
2024-01-10,Z0003,112669,110333,104073
2024-01-10,Z0109,108745,105677,98476
2024-01-10,Z0001,118228,114026,108356
2024-01-10,Z0011,124521,120490,116138
2024-01-10,Z0108,108322,106952,98976
2024-01-10,Z0043,119055,116124,113700
2024-01-10,Z0026,96304,92055,85331
2024-01-10,Z0093,114259,112365,109768
2024-01-10,Z0024,109446,106110,99422
2024-01-10,Z0019,99879,95235,92663
2024-01-10,Z0088,97521,94446,90356
2024-01-10,Z0077,111008,108375,101314
2024-01-10,Z0040,102485,98828,93180
2024-01-10,Z0107,103140,98552,95015
2024-01-10,Z0008,104357,100174,92998
2024-01-10,Z0009,93137,89248,87151
2024-01-10,Z0111,101407,98504,91974
2024-01-10,Z0103,102924,98174,93017
2024-01-10,Z0061,98535,96218,89552
2024-01-10,Z0028,106994,104267,99977
2024-01-10,Z0029,124622,121014,113959
2024-01-10,Z0037,108708,107177,104000
2024-01-10,Z0074,99283,96382,89403
2024-01-10,Z0051,120933,118255,113464
2024-01-10,Z0098,120932,117806,114057
2024-01-10,Z0073,104939,103158,98110
2024-01-10,Z0083,96823,93718,87851
2024-01-10,Z0053,129961,128081,121539
2024-01-10,Z0104,124881,119889,112010
2024-01-10,Z0045,103565,98595,94604
2024-01-10,Z0105,115643,111475,107898
2024-01-10,Z0089,108658,106885,103071
2024-01-10,Z0069,113128,109702,102405
2024-01-10,Z0002,128314,123328,116926
2024-01-10,Z0046,119450,115899,110242
2024-01-10,Z0034,123243,120923,116712
2024-01-10,Z0025,97239,93625,86625
2024-01-10,Z0100,111038,106056,101771
2024-01-10,Z0091,127991,125758,119195
2024-01-10,Z0006,109909,105570,100748
2024-01-10,Z0062,127711,124277,119353
2024-01-10,Z0092,90258,88976,81231
2024-01-10,Z0059,91898,90859,85883
2024-01-10,Z0110,109584,107570,104958
2024-01-10,Z0068,107071,102381,99769
2024-01-10,Z0101,92307,88270,83257
2024-01-10,Z0018,95906,92315,87619
2024-01-10,Z0070,105149,100191,92943
2024-01-10,Z0065,115150,110970,107060
2024-01-10,Z0058,91283,89360,86235
2024-01-10,Z0067,91529,88771,85177
2024-01-10,Z0048,98438,93727,90167
2024-01-10,Z0031,116819,111955,108016
2024-01-10,Z0086,114217,109764,104695
2024-01-10,Z0052,113172,111946,106399
2024-01-10,Z0030,122220,120956,117561
2024-01-10,Z0080,120129,118484,110970
2024-01-10,Z0084,111953,107963,100480
2024-01-10,Z0032,116475,112971,108199
2024-01-10,Z0078,106087,103838,96761
2024-01-10,Z0005,99346,97759,91188
2024-01-10,Z0007,94079,89731,83900
2024-01-10,Z0012,115817,114628,107092
2024-01-10,Z0021,115556,112858,109143
2024-01-10,Z0039,96450,94508,88075
2024-01-10,Z0054,95433,93335,89009
2024-01-10,Z0047,101439,99544,95870
2024-01-10,Z0016,101101,96247,93317
2024-01-10,Z0014,102576,100853,95913
2024-01-10,Z0004,112433,110344,103766
2024-01-10,Z0015,99127,95832,93677
2024-01-10,Z0106,91958,88457,80678
2024-01-10,Z0056,118795,115747,108684
2024-01-10,Z0102,126598,124744,122105
2024-01-10,Z0013,99794,96231,93790
2024-01-10,Z0010,112424,109586,101661
2024-01-10,Z0094,127396,124122,120786
2024-01-10,Z0044,118276,116328,110955
2024-01-10,Z0066,98179,93454,90995
2024-01-10,Z0097,113952,112402,110010
2024-01-10,Z0087,119516,115238,110981
2024-01-10,Z0071,111125,106803,102349
2024-01-10,Z0112,107761,103826,99229
2024-01-10,Z0038,90141,86482,79886
2024-01-10,Z0085,99031,95282,89664
2024-01-10,Z0035,128429,125383,119466
2024-01-10,Z0090,112010,110415,106511
2024-01-10,Z0063,98472,97049,90684
2024-01-10,Z0095,94249,90588,86838
2024-01-10,Z0027,108351,107269,102323
2024-01-10,Z0023,111778,106994,102663
2024-01-10,Z0022,95075,91855,86066
2024-01-10,Z0096,97230,93086,88276
2024-01-10,Z0036,103947,101549,94821
2024-01-10,Z0041,103074,99084,92591
2024-01-10,Z0081,124228,121376,116653
2024-01-10,Z0082,121655,118143,115858
2024-01-10,Z0079,96816,92369,84596
2024-01-10,Z0033,119492,116730,111682
2024-01-10,Z0020,122698,119317,115048
2024-01-10,Z0064,122808,120077,118010
2024-01-10,Z0099,104849,99905,92188
2024-01-10,Z0075,95374,93680,89156
2024-01-10,Z0042,99277,95349,90870
2024-01-10,Z0057,99885,96570,89416
2024-01-10,Z0055,90778,86131,79542
2024-01-10,Z0049,91492,88702,86042
2024-01-10,Z0072,103615,101316,95376
2024-01-11,Z0017,97851,93791,89747
2024-01-11,Z0050,97368,92852,85409
2024-01-11,Z0060,115634,113658,107081
2024-01-11,Z0076,113852,112510,109063
2024-01-11,Z0003,116955,113470,107811
2024-01-11,Z0109,96317,92711,90185
2024-01-11,Z0001,116649,114830,112425
2024-01-11,Z0011,104567,100987,97414
2024-01-11,Z0108,120483,118979,113239
2024-01-11,Z0043,102466,101335,97489
2024-01-11,Z0026,107862,104467,101696
2024-01-11,Z0093,111909,108786,106208
2024-01-11,Z0024,101093,98578,96385
2024-01-11,Z0019,124775,122590,118196
2024-01-11,Z0088,101190,98806,95014
2024-01-11,Z0077,122327,120217,114212
2024-01-11,Z0040,92261,87525,81732
2024-01-11,Z0107,116512,112892,106017
2024-01-11,Z0008,118933,117204,110826
2024-01-11,Z0009,109835,108474,101938
2024-01-11,Z0111,100332,97688,92888
2024-01-11,Z0103,119538,117091,114950
2024-01-11,Z0061,95410,92955,84984
2024-01-11,Z0028,120519,117807,111011
2024-01-11,Z0029,107709,105829,102616
2024-01-11,Z0037,107543,105989,99490
2024-01-11,Z0074,127755,123843,117146
2024-01-11,Z0051,120502,119162,113334
2024-01-11,Z0098,107087,105770,98288
2024-01-11,Z0073,117005,113725,109925
2024-01-11,Z0083,95463,92891,85979
2024-01-11,Z0053,94648,90048,87193
2024-01-11,Z0104,125634,120992,118810
2024-01-11,Z0045,93112,90538,84046
2024-01-11,Z0105,112207,108381,104864
2024-01-11,Z0089,106018,104112,100756
2024-01-11,Z0069,98210,93807,87128
2024-01-11,Z0002,102743,98739,95607
2024-01-11,Z0046,96588,92277,86905
2024-01-11,Z0034,123755,119434,112819
2024-01-11,Z0025,103146,101973,94511
2024-01-11,Z0100,125820,122342,119616
2024-01-11,Z0091,93760,91050,87175
2024-01-11,Z0006,113377,110696,104663
2024-01-11,Z0062,128211,126222,120478
2024-01-11,Z0092,114995,113402,109628
2024-01-11,Z0059,100651,98716,91513
2024-01-11,Z0110,119808,115000,112669
2024-01-11,Z0068,114306,110604,104598
2024-01-11,Z0101,95889,93931,88063
2024-01-11,Z0018,110584,109383,104886
2024-01-11,Z0070,124610,121744,117748
2024-01-11,Z0065,99101,97892,91234
2024-01-11,Z0058,101381,97621,89962
2024-01-11,Z0067,107154,102999,98498
2024-01-11,Z0048,101777,99149,91352
2024-01-11,Z0031,123154,120219,114798
2024-01-11,Z0086,96439,93134,85934
2024-01-11,Z0052,118669,117402,112936
2024-01-11,Z0030,92282,89426,85428
2024-01-11,Z0080,121705,119325,116089
2024-01-11,Z0084,127437,126389,123239
2024-01-11,Z0032,129832,125482,122051
2024-01-11,Z0078,128392,124027,120208
2024-01-11,Z0005,100516,98055,94925
2024-01-11,Z0007,125426,120926,118552
2024-01-11,Z0012,124888,121867,116162
2024-01-11,Z0021,126027,121592,117703
2024-01-11,Z0039,124591,122117,117875
2024-01-11,Z0054,103467,99224,92064
2024-01-11,Z0047,93134,90064,87705
2024-01-11,Z0016,105434,101827,97786
2024-01-11,Z0014,91141,88506,81007
2024-01-11,Z0004,110384,107441,100667
2024-01-11,Z0015,126129,122642,117662
2024-01-11,Z0106,106390,102123,98532
2024-01-11,Z0056,111312,107048,102442
2024-01-11,Z0102,95906,91166,85893
2024-01-11,Z0013,107297,104286,100844
2024-01-11,Z0010,101738,100613,93701
2024-01-11,Z0094,101120,98291,95716
2024-01-11,Z0044,112852,110437,107508
2024-01-11,Z0066,101951,97252,93789
2024-01-11,Z0097,119504,117450,109706
2024-01-11,Z0087,108284,105827,102428
2024-01-11,Z0071,109799,108357,102707
2024-01-11,Z0112,94652,89809,86631
2024-01-11,Z0038,97597,94560,88102
2024-01-11,Z0085,96591,94334,88700
2024-01-11,Z0035,116417,113108,105162
2024-01-11,Z0090,92169,88997,81329
2024-01-11,Z0063,96313,95190,90032
2024-01-11,Z0095,113173,110442,107657
2024-01-11,Z0027,96139,92891,88475
2024-01-11,Z0023,115372,114296,108142
2024-01-11,Z0022,104973,102450,98514
2024-01-11,Z0096,126575,122520,119219
2024-01-11,Z0036,117716,113480,109128
2024-01-11,Z0041,91932,88211,85847
2024-01-11,Z0081,111300,108898,104508
2024-01-11,Z0082,99569,97130,91950
2024-01-11,Z0079,94857,90289,87949
2024-01-11,Z0033,106766,104763,101207
2024-01-11,Z0020,98491,97353,94995
2024-01-11,Z0064,99714,95258,91631
2024-01-11,Z0099,120654,118351,111347
2024-01-11,Z0075,116762,114767,109597
2024-01-11,Z0042,110219,105298,101147
2024-01-11,Z0057,99429,96645,90910
2024-01-11,Z0055,129673,125839,119579
2024-01-11,Z0049,108951,106644,103988
2024-01-11,Z0072,125428,122217,118308
2024-01-12,Z0017,100238,97127,91965
2024-01-12,Z0050,91140,88251,85985
2024-01-12,Z0060,116421,113713,108083
2024-01-12,Z0076,109595,106302,100570
2024-01-12,Z0003,116086,114611,111635
2024-01-12,Z0109,91207,89164,85204
2024-01-12,Z0001,90557,88540,80839
2024-01-12,Z0011,122272,120390,116196
2024-01-12,Z0108,127529,123154,118487
2024-01-12,Z0043,128635,124768,117809
2024-01-12,Z0026,102869,98799,92009
2024-01-12,Z0093,128115,123942,120332
2024-01-12,Z0024,118064,115825,111371
2024-01-12,Z0019,110878,107932,101122
2024-01-12,Z0088,102991,99183,93358
2024-01-12,Z0077,126304,123590,117788
2024-01-12,Z0040,118753,117150,113180
2024-01-12,Z0107,112190,109144,103322
2024-01-12,Z0008,123132,121970,116851
2024-01-12,Z0009,124631,123516,119132
2024-01-12,Z0111,105072,100137,93202
2024-01-12,Z0103,104482,99836,92394
2024-01-12,Z0061,92490,88606,81474
2024-01-12,Z0028,115518,110953,107229
2024-01-12,Z0029,116910,113143,110006
2024-01-12,Z0037,117103,116082,110662
2024-01-12,Z0074,95845,94163,88257
2024-01-12,Z0051,109337,106504,102137
2024-01-12,Z0098,102413,101137,97138
2024-01-12,Z0073,107611,104370,98618
2024-01-12,Z0083,105906,104211,100902
2024-01-12,Z0053,110536,105731,100497
2024-01-12,Z0104,102306,97865,93554
2024-01-12,Z0045,109225,108113,102554
2024-01-12,Z0105,101590,100049,95355
2024-01-12,Z0089,102866,100778,95415
2024-01-12,Z0069,122792,120220,115262
2024-01-12,Z0002,110620,107853,101110
2024-01-12,Z0046,98068,94833,92633
2024-01-12,Z0034,101390,100134,94387
2024-01-12,Z0025,119218,115977,110802
2024-01-12,Z0100,118182,113846,106949
2024-01-12,Z0091,98605,95591,92210
2024-01-12,Z0006,91098,86672,81017
2024-01-12,Z0062,114322,112413,110226
2024-01-12,Z0092,100207,97894,93802
2024-01-12,Z0059,118220,115090,107848
2024-01-12,Z0110,98549,95998,88813
2024-01-12,Z0068,105271,102591,98169
2024-01-12,Z0101,102449,97632,91087
2024-01-12,Z0018,100350,97400,92845
2024-01-12,Z0070,92951,90713,87740
2024-01-12,Z0065,94727,89762,82076
2024-01-12,Z0058,126469,122689,119101
2024-01-12,Z0067,118454,115086,107297
2024-01-12,Z0048,123204,119376,115820
2024-01-12,Z0031,113864,111560,107176
2024-01-12,Z0086,106566,102472,94907
2024-01-12,Z0052,105369,100814,93239
2024-01-12,Z0030,91589,89002,86343
2024-01-12,Z0080,90159,85206,82195
2024-01-12,Z0084,98244,94789,87648
2024-01-12,Z0032,108691,106463,98873
2024-01-12,Z0078,95585,93550,87848
2024-01-12,Z0005,128814,124453,117508
2024-01-12,Z0007,97927,96574,89380
2024-01-12,Z0012,97016,94277,86717
2024-01-12,Z0021,113545,110661,106852
2024-01-12,Z0039,93167,88370,84029
2024-01-12,Z0054,112736,108322,101115
2024-01-12,Z0047,104087,101127,96690
2024-01-12,Z0016,105275,103387,95436
2024-01-12,Z0014,95276,93609,86881
2024-01-12,Z0004,109008,106366,100134
2024-01-12,Z0015,95793,94366,86795
2024-01-12,Z0106,121331,116410,113592
2024-01-12,Z0056,115682,112458,110261
2024-01-12,Z0102,122441,120971,117023
2024-01-12,Z0013,116586,111786,104785
2024-01-12,Z0010,96318,95296,89500
2024-01-12,Z0094,102180,100946,93726
2024-01-12,Z0044,114427,112905,105001
2024-01-12,Z0066,118099,116669,109781
2024-01-12,Z0097,99821,97085,90457
2024-01-12,Z0087,106211,102185,94343
2024-01-12,Z0071,91316,87459,80451
2024-01-12,Z0112,107508,104983,97560
2024-01-12,Z0038,105206,101619,98596
2024-01-12,Z0085,112056,109678,104304
2024-01-12,Z0035,91519,88838,86612
2024-01-12,Z0090,95355,93483,90592
2024-01-12,Z0063,128342,126306,122049
2024-01-12,Z0095,117364,115968,108749
2024-01-12,Z0027,116654,112709,105965
