Date,Zone_ID,Intake_Water_Liters,Treated_Water_Liters,Supplied_Water_Liters,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD,Leakage_Liters,Leakage_Percent
2024-01-08,Z0070,114226,110601,104376,15852,164,96.66,88524,84.81
2024-01-08,Z0065,97373,94562,88201,22127,271,81.65,66074,74.91
2024-01-08,Z0058,95656,92671,89879,23470,221,106.2,66409,73.89
2024-01-08,Z0067,119984,118821,116727,14693,198,74.21,102034,87.41
2024-01-08,Z0048,95901,92021,88888,14530,186,78.12,74358,83.65
2024-01-08,Z0031,121055,119234,116997,18659,168,111.07,98338,84.05
2024-01-08,Z0086,104716,100209,95263,15643,238,65.73,79620,83.58
2024-01-08,Z0052,125298,122338,119290,15277,218,70.08,104013,87.19
2024-01-08,Z0030,95772,91584,87055,28724,257,111.77,58331,67.0
2024-01-08,Z0080,125732,121691,118728,24688,268,92.12,94040,79.21
2024-01-08,Z0084,106920,102770,95071,18364,299,61.42,76707,80.68
2024-01-08,Z0032,113563,108692,102469,21552,292,73.81,80917,78.97
2024-01-08,Z0078,101871,100780,95056,11827,160,73.92,83229,87.56
2024-01-08,Z0005,98734,96889,91286,22227,227,97.92,69059,75.65
2024-01-08,Z0007,125262,123873,119154,11546,151,76.47,107608,90.31
2024-01-08,Z0012,108268,107226,100877,15866,156,101.71,85011,84.27
2024-01-08,Z0021,127947,124237,116601,18696,216,86.56,97905,83.97
2024-01-08,Z0039,121497,118105,111368,28238,274,103.06,83130,74.64
2024-01-08,Z0054,126618,124929,117557,11712,173,67.7,105845,90.04
2024-01-08,Z0047,116526,114447,106865,16159,168,96.19,90706,84.88
2024-01-08,Z0016,115032,113050,108920,23769,251,94.7,85151,78.18
2024-01-08,Z0014,119794,118646,111198,16710,258,64.77,94488,84.97
2024-01-08,Z0004,118861,114296,111414,23554,246,95.75,87860,78.86
2024-01-08,Z0015,96406,92255,89856,17626,222,79.4,72230,80.38
2024-01-08,Z0106,113291,111683,103792,21925,272,80.61,81867,78.88
2024-01-08,Z0056,124406,121831,117683,14764,162,91.14,102919,87.45
2024-01-08,Z0102,91382,88979,86160,27950,279,100.18,58210,67.56
2024-01-08,Z0013,93292,91473,89054,17320,176,98.41,71734,80.55
2024-01-08,Z0010,102411,100990,95688,17709,157,112.8,77979,81.49
2024-01-08,Z0094,105422,102914,95221,20061,199,100.81,75160,78.93
2024-01-08,Z0044,123535,120491,116352,15335,193,79.46,101017,86.82
2024-01-08,Z0066,117605,115056,111292,10855,152,71.42,100437,90.25
2024-01-08,Z0097,128908,125263,119547,33382,279,119.65,86165,72.08
2024-01-08,Z0087,94481,91884,87591,12348,151,81.78,75243,85.9
2024-01-08,Z0071,127605,122943,118235,19106,184,103.84,99129,83.84
2024-01-08,Z0112,113177,108635,101093,14321,179,80.01,86772,85.83
2024-01-08,Z0038,115476,112364,107280,28028,299,93.74,79252,73.87
2024-01-08,Z0085,112740,109731,107490,21774,185,117.7,85716,79.74
2024-01-08,Z0035,106052,102667,96399,18952,180,105.29,77447,80.34
2024-01-08,Z0090,90671,89508,87044,18798,204,92.15,68246,78.4
2024-01-08,Z0063,94795,91353,84555,29513,270,109.31,55042,65.1
2024-01-08,Z0095,112420,109065,101178,13016,161,80.85,88162,87.14
2024-01-08,Z0027,119300,114435,109878,34353,289,118.87,75525,68.74
2024-01-08,Z0023,128595,127050,119367,17575,152,115.63,101792,85.28
2024-01-08,Z0022,127487,122652,120059,14441,172,83.96,105618,87.97
2024-01-08,Z0096,111223,106925,99061,15483,253,61.2,83578,84.37
2024-01-08,Z0036,118380,115921,110428,26848,253,106.12,83580,75.69
2024-01-08,Z0041,120911,119895,114704,23651,214,110.52,91053,79.38
2024-01-08,Z0081,123160,121736,119165,19542,298,65.58,99623,83.6
2024-01-08,Z0082,93631,90555,87435,19539,299,65.35,67896,77.65
2024-01-08,Z0079,113561,112320,106423,12246,181,67.66,94177,88.49
2024-01-08,Z0033,118671,115392,112604,14917,165,90.41,97687,86.75
2024-01-08,Z0020,117425,115650,109624,19514,291,67.06,90110,82.2
2024-01-08,Z0064,113253,110006,107928,21171,263,80.5,86757,80.38
2024-01-08,Z0099,98080,94077,88151,16576,254,65.26,71575,81.2
2024-01-08,Z0075,115431,111187,103652,24532,224,109.52,79120,76.33
2024-01-08,Z0042,129851,126355,122207,14220,204,69.71,107987,88.36
2024-01-08,Z0057,94940,90669,85093,26856,299,89.82,58237,68.44
2024-01-08,Z0055,118758,115668,110212,22087,235,93.99,88125,79.96
2024-01-08,Z0049,97788,93282,90875,18650,161,115.84,72225,79.48
2024-01-08,Z0072,114034,110323,105235,17644,191,92.38,87591,83.23
2024-01-09,Z0017,108052,106905,100578,18484,184,100.46,82094,81.62
2024-01-09,Z0050,100142,98777,95103,19379,283,68.48,75724,79.62
2024-01-09,Z0060,94531,93133,85803,12211,156,78.28,73592,85.77
2024-01-09,Z0076,128278,124732,122170,17615,222,79.35,104555,85.58
2024-01-09,Z0003,118138,114649,107269,14884,215,69.23,92385,86.12
2024-01-09,Z0109,129261,126224,120801,15950,169,94.38,104851,86.8
2024-01-09,Z0001,100759,98416,94843,17386,159,109.35,77457,81.67
2024-01-09,Z0011,118270,116279,110988,15444,174,88.76,95544,86.08
2024-01-09,Z0108,113888,111642,105923,20997,182,115.37,84926,80.18
2024-01-09,Z0043,125144,121135,116142,11141,163,68.35,105001,90.41
2024-01-09,Z0026,115538,110906,107079,24248,229,105.89,82831,77.36
2024-01-09,Z0093,122125,118242,114629,21659,274,79.05,92970,81.11
2024-01-09,Z0024,102504,101127,94913,19464,283,68.78,75449,79.49
2024-01-09,Z0019,110669,106855,104486,17904,266,67.31,86582,82.86
2024-01-09,Z0088,124964,120217,117566,18341,298,61.55,99225,84.4
2024-01-09,Z0077,95978,93467,90698,12867,174,73.95,77831,85.81
2024-01-09,Z0040,123548,120832,114849,18989,161,117.95,95860,83.47
2024-01-09,Z0107,99503,95144,87799,23436,245,95.66,64363,73.31
2024-01-09,Z0008,106905,105123,100803,16266,180,90.37,84537,83.86
2024-01-09,Z0009,113953,110723,104683,22617,295,76.67,82066,78.39
2024-01-09,Z0111,112168,110681,102735,16985,283,60.02,85750,83.47
2024-01-09,Z0103,129896,125199,120362,18658,192,97.18,101704,84.5
2024-01-09,Z0061,102275,98814,90970,17115,209,81.89,73855,81.19
2024-01-09,Z0028,101435,97076,94391,11462,180,63.68,82929,87.86
2024-01-09,Z0029,108544,104609,98621,11560,159,72.71,87061,88.28
2024-01-09,Z0037,102258,99089,95522,32914,275,119.69,62608,65.54
2024-01-09,Z0074,100736,98957,95701,15957,205,77.84,79744,83.33
2024-01-09,Z0051,124964,120496,115788,16295,232,70.24,99493,85.93
2024-01-09,Z0098,105997,103070,100769,20049,298,67.28,80720,80.1
2024-01-09,Z0073,113911,110626,107980,18656,264,70.67,89324,82.72
2024-01-09,Z0083,119334,116051,112292,18675,293,63.74,93617,83.37
2024-01-09,Z0053,118927,117330,114669,14992,153,97.99,99677,86.93
2024-01-09,Z0104,110714,108346,103765,20570,189,108.84,83195,80.18
2024-01-09,Z0045,113387,108519,102982,18459,252,73.25,84523,82.08
2024-01-09,Z0105,103057,99469,93161,19967,201,99.34,73194,78.57
2024-01-09,Z0089,114858,110225,104547,22796,212,107.53,81751,78.2
2024-01-09,Z0069,116062,113632,107449,20939,211,99.24,86510,80.51
2024-01-09,Z0002,119739,118279,113954,14278,156,91.53,99676,87.47
2024-01-09,Z0046,93754,90286,86562,11509,163,70.61,75053,86.7
2024-01-09,Z0034,91376,87633,85119,27690,235,117.83,57429,67.47
2024-01-09,Z0025,98894,96241,92175,18980,279,68.03,73195,79.41
2024-01-09,Z0100,106406,102946,95797,18222,298,61.15,77575,80.98
2024-01-09,Z0091,95926,92771,89467,21644,228,94.93,67823,75.81
2024-01-09,Z0006,126068,123934,121573,14775,207,71.38,106798,87.85
2024-01-09,Z0062,126495,121840,113845,20560,282,72.91,93285,81.94
2024-01-09,Z0092,115860,114346,111898,14756,231,63.88,97142,86.81
2024-01-09,Z0059,128787,124612,117010,25130,288,87.26,91880,78.52
2024-01-09,Z0110,111727,108872,101903,15267,201,75.96,86636,85.02
2024-01-09,Z0068,92520,88439,85011,23751,266,89.29,61260,72.06
2024-01-09,Z0101,126735,123386,115536,14544,183,79.48,100992,87.41
2024-01-09,Z0018,115498,111361,107202,20457,231,88.56,86745,80.92
2024-01-09,Z0070,127900,125484,120937,20456,191,107.1,100481,83.09
2024-01-09,Z0065,109363,105718,101437,19717,290,67.99,81720,80.56
2024-01-09,Z0058,109033,107720,103107,16520,166,99.52,86587,83.98
2024-01-09,Z0067,125851,122595,119558,30171,278,108.53,89387,74.76
2024-01-09,Z0048,103944,99455,94821,14830,197,75.28,79991,84.36
2024-01-09,Z0031,126751,123973,116863,18415,159,115.82,98448,84.24
2024-01-09,Z0086,102087,97805,94681,18616,170,109.51,76065,80.34
2024-01-09,Z0052,107081,103902,100498,15221,183,83.18,85277,84.85
2024-01-09,Z0030,128019,125976,122047,25846,228,113.36,96201,78.82
2024-01-09,Z0080,91013,89787,85959,21499,236,91.1,64460,74.99
2024-01-09,Z0084,97909,95417,88500,22726,218,104.25,65774,74.32
2024-01-09,Z0032,92023,90153,85701,23791,236,100.81,61910,72.24
2024-01-09,Z0078,104537,101452,93561,14075,226,62.28,79486,84.96
2024-01-09,Z0005,123848,121908,117588,24303,236,102.98,93285,79.33
2024-01-09,Z0007,117766,114136,109573,27897,258,108.13,81676,74.54
2024-01-09,Z0012,126060,124535,118949,19486,166,117.39,99463,83.62
2024-01-09,Z0021,106087,101275,94844,14154,170,83.26,80690,85.08
2024-01-09,Z0039,113225,111147,106200,30950,259,119.5,75250,70.86
2024-01-09,Z0054,126727,122914,118331,34029,292,116.54,84302,71.24
2024-01-09,Z0047,90161,85420,82827,14388,177,81.29,68439,82.63
2024-01-09,Z0016,104226,101020,95761,14318,154,92.98,81443,85.05
2024-01-09,Z0014,118731,114769,108881,15709,245,64.12,93172,85.57
2024-01-09,Z0004,93390,90489,83988,17581,287,61.26,66407,79.07
2024-01-09,Z0015,90541,88204,81111,30816,261,118.07,50295,62.01
2024-01-09,Z0106,103428,99454,96587,30252,285,106.15,66335,68.68
2024-01-09,Z0056,100258,98827,91992,18408,222,82.92,73584,79.99
2024-01-09,Z0102,95469,94287,91081,14913,198,75.32,76168,83.63
2024-01-09,Z0013,100720,98551,95721,23106,217,106.48,72615,75.86
2024-01-09,Z0010,91651,89515,84705,24037,271,88.7,60668,71.62
2024-01-09,Z0094,115051,111241,107915,20863,263,79.33,87052,80.67
2024-01-09,Z0044,106184,104165,96928,25564,289,88.46,71364,73.63
2024-01-09,Z0066,100028,98868,94420,14512,151,96.11,79908,84.63
2024-01-09,Z0097,124051,122392,114521,22265,244,91.25,92256,80.56
2024-01-09,Z0087,108394,106996,103263,17989,181,99.39,85274,82.58
2024-01-09,Z0071,120254,117129,112958,10019,160,62.62,102939,91.13
2024-01-09,Z0112,104472,102871,97400,19204,166,115.69,78196,80.28
2024-01-09,Z0038,120268,119131,115034,19346,208,93.01,95688,83.18
2024-01-09,Z0085,118272,115387,110630,30660,263,116.58,79970,72.29
2024-01-09,Z0035,114570,111670,107060,16246,181,89.76,90814,84.83
2024-01-09,Z0090,113284,108298,104849,25872,262,98.75,78977,75.32
2024-01-09,Z0063,115122,110749,103732,29528,271,108.96,74204,71.53
2024-01-09,Z0095,106370,104790,97322,30219,268,112.76,67103,68.95
2024-01-09,Z0027,97999,95043,91040,18537,161,115.14,72503,79.64
2024-01-09,Z0023,92096,88132,85429,16392,167,98.16,69037,80.81
2024-01-09,Z0022,116201,111870,105137,35372,298,118.7,69765,66.36
2024-01-09,Z0096,105078,100712,93607,20223,195,103.71,73384,78.4
2024-01-09,Z0036,119312,115473,110089,20118,284,70.84,89971,81.73
2024-01-09,Z0041,103493,101808,93861,24719,235,105.19,69142,73.66
2024-01-09,Z0081,97531,96344,92725,27665,238,116.24,65060,70.16
2024-01-09,Z0082,103975,101991,95348,18455,178,103.68,76893,80.64
2024-01-09,Z0079,113252,109279,105848,10252,151,67.9,95596,90.31
2024-01-09,Z0033,99067,97450,92989,20752,176,117.91,72237,77.68
2024-01-09,Z0020,99557,97314,90316,19087,237,80.54,71229,78.87
2024-01-09,Z0064,90162,87188,81897,15822,171,92.53,66075,80.68
2024-01-09,Z0099,98461,96830,93925,22263,246,90.5,71662,76.3
2024-01-09,Z0075,122591,118120,112867,25071,267,93.9,87796,77.79
2024-01-09,Z0042,124782,122141,119937,20119,179,112.4,99818,83.23
2024-01-09,Z0057,120508,118257,114538,29283,260,112.63,85255,74.43
2024-01-09,Z0055,120314,116671,112374,18109,260,69.65,94265,83.89
2024-01-09,Z0049,128328,123724,121035,31852,293,108.71,89183,73.68
2024-01-09,Z0072,126768,123758,118617,26622,257,103.59,91995,77.56
2024-01-10,Z0017,121358,118936,116265,18531,281,65.95,97734,84.06
2024-01-10,Z0050,97927,93653,90482,23004,213,108.0,67478,74.58
2024-01-10,Z0060,101918,99975,96526,16621,159,104.54,79905,82.78
2024-01-10,Z0076,101929,98390,92431,18907,195,96.96,73524,79.54
2024-01-10,Z0003,112669,110333,104073,17483,215,81.32,86590,83.2
2024-01-10,Z0109,108745,105677,98476,14955,162,92.32,83521,84.81
2024-01-10,Z0001,118228,114026,108356,26056,235,110.88,82300,75.95
2024-01-10,Z0011,124521,120490,116138,12858,207,62.12,103280,88.93
2024-01-10,Z0108,108322,106952,98976,17110,163,104.97,81866,82.71
2024-01-10,Z0043,119055,116124,113700,27189,270,100.7,86511,76.09
2024-01-10,Z0026,96304,92055,85331,20196,293,68.93,65135,76.33
2024-01-10,Z0093,114259,112365,109768,24659,219,112.6,85109,77.54
2024-01-10,Z0024,109446,106110,99422,16870,250,67.48,82552,83.03
2024-01-10,Z0019,99879,95235,92663,22599,260,86.92,70064,75.61
2024-01-10,Z0088,97521,94446,90356,18052,169,106.82,72304,80.02
2024-01-10,Z0077,111008,108375,101314,18559,186,99.78,82755,81.68
2024-01-10,Z0040,102485,98828,93180,20653,203,101.74,72527,77.84
2024-01-10,Z0107,103140,98552,95015,18398,298,61.74,76617,80.64
2024-01-10,Z0008,104357,100174,92998,10844,153,70.88,82154,88.34
2024-01-10,Z0009,93137,89248,87151,14219,169,84.14,72932,83.68
2024-01-10,Z0111,101407,98504,91974,19549,220,88.86,72425,78.75
2024-01-10,Z0103,102924,98174,93017,16854,163,103.4,76163,81.88
2024-01-10,Z0061,98535,96218,89552,16838,229,73.53,72714,81.2
2024-01-10,Z0028,106994,104267,99977,17750,281,63.17,82227,82.25
2024-01-10,Z0029,124622,121014,113959,17402,173,100.59,96557,84.73
2024-01-10,Z0037,108708,107177,104000,22206,231,96.13,81794,78.65
2024-01-10,Z0074,99283,96382,89403,16579,209,79.33,72824,81.46
2024-01-10,Z0051,120933,118255,113464,13699,212,64.62,99765,87.93
2024-01-10,Z0098,120932,117806,114057,30414,299,101.72,83643,73.33
2024-01-10,Z0073,104939,103158,98110,24095,225,107.09,74015,75.44
2024-01-10,Z0083,96823,93718,87851,28547,266,107.32,59304,67.51
2024-01-10,Z0053,129961,128081,121539,14516,168,86.41,107023,88.06
2024-01-10,Z0104,124881,119889,112010,19364,243,79.69,92646,82.71
2024-01-10,Z0045,103565,98595,94604,24275,295,82.29,70329,74.34
2024-01-10,Z0105,115643,111475,107898,25123,262,95.89,82775,76.72
2024-01-10,Z0089,108658,106885,103071,23500,196,119.9,79571,77.2
2024-01-10,Z0069,113128,109702,102405,26312,267,98.55,76093,74.31
2024-01-10,Z0002,128314,123328,116926,28885,294,98.25,88041,75.3
2024-01-10,Z0046,119450,115899,110242,31820,297,107.14,78422,71.14
2024-01-10,Z0034,123243,120923,116712,24700,292,84.59,92012,78.84
2024-01-10,Z0025,97239,93625,86625,23796,227,104.83,62829,72.53
2024-01-10,Z0100,111038,106056,101771,23766,252,94.31,78005,76.65
2024-01-10,Z0091,127991,125758,119195,21148,293,72.18,98047,82.26
2024-01-10,Z0006,109909,105570,100748,24943,210,118.78,75805,75.24
2024-01-10,Z0062,127711,124277,119353,9358,152,61.57,109995,92.16
2024-01-10,Z0092,90258,88976,81231,24929,262,95.15,56302,69.31
2024-01-10,Z0059,91898,90859,85883,20393,267,76.38,65490,76.25
2024-01-10,Z0110,109584,107570,104958,26629,230,115.78,78329,74.63
2024-01-10,Z0068,107071,102381,99769,23288,200,116.44,76481,76.66
2024-01-10,Z0101,92307,88270,83257,15783,184,85.78,67474,81.04
2024-01-10,Z0018,95906,92315,87619,24093,218,110.52,63526,72.5
2024-01-10,Z0070,105149,100191,92943,17049,198,86.11,75894,81.66
2024-01-10,Z0065,115150,110970,107060,15763,154,102.36,91297,85.28
2024-01-10,Z0058,91283,89360,86235,15496,239,64.84,70739,82.03
2024-01-10,Z0067,91529,88771,85177,16880,188,89.79,68297,80.18
2024-01-10,Z0048,98438,93727,90167,29693,278,106.81,60474,67.07
2024-01-10,Z0031,116819,111955,108016,26376,249,105.93,81640,75.58
2024-01-10,Z0086,114217,109764,104695,14186,209,67.88,90509,86.45
2024-01-10,Z0052,113172,111946,106399,21646,206,105.08,84753,79.66
2024-01-10,Z0030,122220,120956,117561,11248,185,60.8,106313,90.43
2024-01-10,Z0080,120129,118484,110970,16108,257,62.68,94862,85.48
2024-01-10,Z0084,111953,107963,100480,17789,235,75.7,82691,82.3
2024-01-10,Z0032,116475,112971,108199,12220,163,74.97,95979,88.71
2024-01-10,Z0078,106087,103838,96761,18839,229,82.27,77922,80.53
2024-01-10,Z0005,99346,97759,91188,28225,255,110.69,62963,69.05
2024-01-10,Z0007,94079,89731,83900,13998,219,63.92,69902,83.32
2024-01-10,Z0012,115817,114628,107092,21570,194,111.19,85522,79.86
2024-01-10,Z0021,115556,112858,109143,16322,256,63.76,92821,85.05
2024-01-10,Z0039,96450,94508,88075,17497,256,68.35,70578,80.13
2024-01-10,Z0054,95433,93335,89009,10169,156,65.19,78840,88.58
2024-01-10,Z0047,101439,99544,95870,17902,292,61.31,77968,81.33
2024-01-10,Z0016,101101,96247,93317,20100,297,67.68,73217,78.46
2024-01-10,Z0014,102576,100853,95913,18815,298,63.14,77098,80.38
2024-01-10,Z0004,112433,110344,103766,20339,269,75.61,83427,80.4
2024-01-10,Z0015,99127,95832,93677,18472,206,89.67,75205,80.28
2024-01-10,Z0106,91958,88457,80678,12816,170,75.39,67862,84.11
2024-01-10,Z0056,118795,115747,108684,28982,280,103.51,79702,73.33
2024-01-10,Z0102,126598,124744,122105,17392,198,87.84,104713,85.76
2024-01-10,Z0013,99794,96231,93790,27803,238,116.82,65987,70.36
2024-01-10,Z0010,112424,109586,101661,23400,289,80.97,78261,76.98
2024-01-10,Z0094,127396,124122,120786,19556,266,73.52,101230,83.81
2024-01-10,Z0044,118276,116328,110955,22226,220,101.03,88729,79.97
2024-01-10,Z0066,98179,93454,90995,16634,182,91.4,74361,81.72
2024-01-10,Z0097,113952,112402,110010,15464,210,73.64,94546,85.94
2024-01-10,Z0087,119516,115238,110981,18296,177,103.37,92685,83.51
2024-01-10,Z0071,111125,106803,102349,21838,235,92.93,80511,78.66
2024-01-10,Z0112,107761,103826,99229,16030,247,64.9,83199,83.85
2024-01-10,Z0038,90141,86482,79886,22002,247,89.08,57884,72.46
2024-01-10,Z0085,99031,95282,89664,16019,234,68.46,73645,82.13
2024-01-10,Z0035,128429,125383,119466,18981,171,111.0,100485,84.11
2024-01-10,Z0090,112010,110415,106511,14157,215,65.85,92354,86.71
2024-01-10,Z0063,98472,97049,90684,24820,293,84.71,65864,72.63
2024-01-10,Z0095,94249,90588,86838,28759,274,104.96,58079,66.88
2024-01-10,Z0027,108351,107269,102323,14341,225,63.74,87982,85.98
2024-01-10,Z0023,111778,106994,102663,20267,187,108.38,82396,80.26
2024-01-10,Z0022,95075,91855,86066,34061,287,118.68,52005,60.42
2024-01-10,Z0096,97230,93086,88276,19046,212,89.84,69230,78.42
2024-01-10,Z0036,103947,101549,94821,13669,181,75.52,81152,85.58
2024-01-10,Z0041,103074,99084,92591,15664,169,92.69,76927,83.08
2024-01-10,Z0081,124228,121376,116653,22873,217,105.41,93780,80.39
2024-01-10,Z0082,121655,118143,115858,21108,292,72.29,94750,81.78
2024-01-10,Z0079,96816,92369,84596,25711,228,112.77,58885,69.61
2024-01-10,Z0033,119492,116730,111682,18154,241,75.33,93528,83.74
2024-01-10,Z0020,122698,119317,115048,23857,274,87.07,91191,79.26
2024-01-10,Z0064,122808,120077,118010,21743,207,105.04,96267,81.58
2024-01-10,Z0099,104849,99905,92188,16147,262,61.63,76041,82.48
2024-01-10,Z0075,95374,93680,89156,32074,280,114.55,57082,64.02
2024-01-10,Z0042,99277,95349,90870,20526,246,83.44,70344,77.41
2024-01-10,Z0057,99885,96570,89416,12759,155,82.32,76657,85.73
2024-01-10,Z0055,90778,86131,79542,18804,172,109.33,60738,76.36
2024-01-10,Z0049,91492,88702,86042,25592,296,86.46,60450,70.26
2024-01-10,Z0072,103615,101316,95376,11556,160,72.23,83820,87.88
2024-01-11,Z0017,97851,93791,89747,14637,223,65.64,75110,83.69
2024-01-11,Z0050,97368,92852,85409,17985,190,94.66,67424,78.94
2024-01-11,Z0060,115634,113658,107081,18425,234,78.74,88656,82.79
2024-01-11,Z0076,113852,112510,109063,23955,286,83.76,85108,78.04
2024-01-11,Z0003,116955,113470,107811,23076,253,91.21,84735,78.6
2024-01-11,Z0109,96317,92711,90185,21265,209,101.75,68920,76.42
2024-01-11,Z0001,116649,114830,112425,11263,161,69.96,101162,89.98
2024-01-11,Z0011,104567,100987,97414,25517,229,111.43,71897,73.81
2024-01-11,Z0108,120483,118979,113239,17302,152,113.83,95937,84.72
2024-01-11,Z0043,102466,101335,97489,30466,256,119.01,67023,68.75
2024-01-11,Z0026,107862,104467,101696,17236,278,62.0,84460,83.05
2024-01-11,Z0093,111909,108786,106208,17841,157,113.64,88367,83.2
2024-01-11,Z0024,101093,98578,96385,29817,273,109.22,66568,69.06
2024-01-11,Z0019,124775,122590,118196,21605,250,86.42,96591,81.72
2024-01-11,Z0088,101190,98806,95014,16837,259,65.01,78177,82.28
2024-01-11,Z0077,122327,120217,114212,12137,181,67.06,102075,89.37
2024-01-11,Z0040,92261,87525,81732,26009,288,90.31,55723,68.18
2024-01-11,Z0107,116512,112892,106017,19684,165,119.3,86333,81.43
2024-01-11,Z0008,118933,117204,110826,30714,258,119.05,80112,72.29
2024-01-11,Z0009,109835,108474,101938,17596,170,103.51,84342,82.74
2024-01-11,Z0111,100332,97688,92888,18332,153,119.82,74556,80.26
2024-01-11,Z0103,119538,117091,114950,14503,208,69.73,100447,87.38
2024-01-11,Z0061,95410,92955,84984,17812,176,101.21,67172,79.04
2024-01-11,Z0028,120519,117807,111011,25659,280,91.64,85352,76.89
2024-01-11,Z0029,107709,105829,102616,19032,174,109.38,83584,81.45
2024-01-11,Z0037,107543,105989,99490,22753,275,82.74,76737,77.13
2024-01-11,Z0074,127755,123843,117146,17244,158,109.14,99902,85.28
2024-01-11,Z0051,120502,119162,113334,29038,283,102.61,84296,74.38
2024-01-11,Z0098,107087,105770,98288,23832,270,88.27,74456,75.75
2024-01-11,Z0073,117005,113725,109925,22502,257,87.56,87423,79.53
2024-01-11,Z0083,95463,92891,85979,31581,280,112.79,54398,63.27
2024-01-11,Z0053,94648,90048,87193,12606,179,70.43,74587,85.54
2024-01-11,Z0104,125634,120992,118810,11352,170,66.78,107458,90.45
2024-01-11,Z0045,93112,90538,84046,14801,183,80.88,69245,82.39
2024-01-11,Z0105,112207,108381,104864,24238,231,104.93,80626,76.89
2024-01-11,Z0089,106018,104112,100756,16728,172,97.26,84028,83.4
2024-01-11,Z0069,98210,93807,87128,31179,299,104.28,55949,64.21
2024-01-11,Z0002,102743,98739,95607,22687,257,88.28,72920,76.27
2024-01-11,Z0046,96588,92277,86905,12339,164,75.24,74566,85.8
2024-01-11,Z0034,123755,119434,112819,12299,182,67.58,100520,89.1
2024-01-11,Z0025,103146,101973,94511,10952,165,66.38,83559,88.41
2024-01-11,Z0100,125820,122342,119616,13816,196,70.49,105800,88.45
2024-01-11,Z0091,93760,91050,87175,21868,297,73.63,65307,74.91
2024-01-11,Z0006,113377,110696,104663,15250,236,64.62,89413,85.43
2024-01-11,Z0062,128211,126222,120478,21956,216,101.65,98522,81.78
2024-01-11,Z0092,114995,113402,109628,15350,196,78.32,94278,86.0
2024-01-11,Z0059,100651,98716,91513,10538,170,61.99,80975,88.48
2024-01-11,Z0110,119808,115000,112669,22477,266,84.5,90192,80.05
2024-01-11,Z0068,114306,110604,104598,33238,291,114.22,71360,68.22
2024-01-11,Z0101,95889,93931,88063,31152,294,105.96,56911,64.63
2024-01-11,Z0018,110584,109383,104886,15760,248,63.55,89126,84.97
2024-01-11,Z0070,124610,121744,117748,30209,264,114.43,87539,74.34
2024-01-11,Z0065,99101,97892,91234,20013,240,83.39,71221,78.06
2024-01-11,Z0058,101381,97621,89962,17085,195,87.62,72877,81.01
2024-01-11,Z0067,107154,102999,98498,20642,249,82.9,77856,79.04
2024-01-11,Z0048,101777,99149,91352,15597,184,84.77,75755,82.93
2024-01-11,Z0031,123154,120219,114798,20143,227,88.74,94655,82.45
2024-01-11,Z0086,96439,93134,85934,16380,262,62.52,69554,80.94
2024-01-11,Z0052,118669,117402,112936,14606,237,61.63,98330,87.07
2024-01-11,Z0030,92282,89426,85428,19276,251,76.8,66152,77.44
2024-01-11,Z0080,121705,119325,116089,27461,232,118.37,88628,76.34
2024-01-11,Z0084,127437,126389,123239,29467,280,105.24,93772,76.09
2024-01-11,Z0032,129832,125482,122051,10811,177,61.08,111240,91.14
2024-01-11,Z0078,128392,124027,120208,21401,220,97.28,98807,82.2
2024-01-11,Z0005,100516,98055,94925,17380,222,78.29,77545,81.69
2024-01-11,Z0007,125426,120926,118552,24645,268,91.96,93907,79.21
2024-01-11,Z0012,124888,121867,116162,18878,168,112.37,97284,83.75
2024-01-11,Z0021,126027,121592,117703,21275,291,73.11,96428,81.92
2024-01-11,Z0039,124591,122117,117875,13460,210,64.1,104415,88.58
2024-01-11,Z0054,103467,99224,92064,11235,179,62.77,80829,87.8
2024-01-11,Z0047,93134,90064,87705,20721,269,77.03,66984,76.37
2024-01-11,Z0016,105434,101827,97786,27906,291,95.9,69880,71.46
2024-01-11,Z0014,91141,88506,81007,23741,227,104.59,57266,70.69
2024-01-11,Z0004,110384,107441,100667,24440,217,112.63,76227,75.72
2024-01-11,Z0015,126129,122642,117662,15110,151,100.07,102552,87.16
2024-01-11,Z0106,106390,102123,98532,20828,259,80.42,77704,78.86
2024-01-11,Z0056,111312,107048,102442,19131,269,71.12,83311,81.33
2024-01-11,Z0102,95906,91166,85893,12271,165,74.37,73622,85.71
2024-01-11,Z0013,107297,104286,100844,20205,262,77.12,80639,79.96
2024-01-11,Z0010,101738,100613,93701,15290,161,94.97,78411,83.68
2024-01-11,Z0094,101120,98291,95716,22865,213,107.35,72851,76.11
2024-01-11,Z0044,112852,110437,107508,19018,298,63.82,88490,82.31
2024-01-11,Z0066,101951,97252,93789,12372,169,73.21,81417,86.81
2024-01-11,Z0097,119504,117450,109706,28642,286,100.15,81064,73.89
2024-01-11,Z0087,108284,105827,102428,13163,214,61.51,89265,87.15
2024-01-11,Z0071,109799,108357,102707,20255,236,85.83,82452,80.28
2024-01-11,Z0112,94652,89809,86631,25794,225,114.64,60837,70.23
2024-01-11,Z0038,97597,94560,88102,13377,196,68.25,74725,84.82
2024-01-11,Z0085,96591,94334,88700,33610,296,113.55,55090,62.11
2024-01-11,Z0035,116417,113108,105162,16995,242,70.23,88167,83.84
